n,Iterative,Recursive,Dynamic Programming
990,0.00998,-,0.01803
991,0.00971,-,0.01745
992,0.00976,-,0.01767
993,0.00994,-,0.01810
994,0.00995,-,0.01805
995,0.01006,-,0.01778
996,0.00996,-,0.01784
997,0.00999,-,0.01792
998,0.00977,-,0.01774
999,0.00991,-,0.01802
1000,0.01005,-,0.01783
1001,0.00989,-,0.01754
1002,0.00969,-,0.01782
1003,0.00989,-,0.01767
1004,0.00978,-,0.01763
1005,0.00981,-,0.01756
1006,0.00998,-,0.01799
1007,0.00993,-,0.01788
1008,0.01011,-,0.01791
1009,0.01006,-,0.01772
1010,0.00996,-,0.01796
1011,0.00992,-,0.01806
1012,0.01014,-,0.01766
1013,0.00993,-,0.01772
1014,0.00998,-,0.01815
1015,0.00955,-,0.01769
1016,0.00993,-,0.01792
1017,0.00988,-,0.01790
1018,0.00993,-,0.01790
1019,0.00993,-,0.01804
1020,0.00991,-,0.01787
1021,0.00984,-,0.01779
1022,0.00976,-,0.01801
1023,0.00993,-,0.01795
1024,0.01001,-,0.01812
1025,0.00995,-,0.01788
1026,0.01013,-,0.01791
1027,0.00988,-,0.01731
1028,0.01005,-,0.01726
1029,0.00921,-,0.01802
1030,0.01021,-,0.01817
1031,0.01780,-,0.01772
1032,0.00978,-,0.01775
1033,0.01000,-,0.01794
1034,0.00996,-,0.01758
1035,0.00994,-,0.01808
1036,0.00989,-,0.01760
1037,0.01008,-,0.01798
1038,0.01796,-,0.01831
1039,0.01020,-,0.01773
1040,0.01008,-,0.01774
1041,0.00988,-,0.01767
1042,0.00989,-,0.01800
1043,0.00992,-,0.01797
1044,0.01003,-,0.01787
1045,0.00992,-,0.01771
1046,0.00969,-,0.01788
1047,0.00990,-,0.01802
1048,0.01008,-,0.01786
1049,0.00996,-,0.01801
1050,0.00954,-,0.01790
1051,0.01000,-,0.01767
1052,0.00985,-,0.01721
1053,0.01026,-,0.01805
1054,0.00963,-,0.01773
1055,0.00953,-,0.01806
1056,0.00944,-,0.01752
1057,0.00954,-,0.01733
1058,0.00930,-,0.01728
1059,0.00974,-,0.01742
1060,0.00943,-,0.01758
1061,0.01007,-,0.01685
1062,0.00988,-,0.01752
1063,0.00949,-,0.01749
1064,0.00945,-,0.01712
1065,0.00942,-,0.01799
1066,0.00946,-,0.01791
1067,0.00958,-,0.01807
1068,0.00958,-,0.01774
1069,0.00953,-,0.01760
1070,0.00923,-,0.01768
1071,0.00967,-,0.01708
1072,0.00970,-,0.01738
1073,0.00983,-,0.01728
1074,0.00963,-,0.01772
1075,0.00945,-,0.01714
1076,0.00999,-,0.01786
1077,0.01801,-,0.01810
1078,0.00946,-,0.01747
1079,0.00950,-,0.01743
1080,0.00953,-,0.01761
1081,0.00942,-,0.01768
1082,0.00946,-,0.01777
1083,0.00947,-,0.01735
1084,0.01000,-,0.01762
1085,0.00944,-,0.01749
1086,0.00963,-,0.01793
1087,0.00944,-,0.01769
1088,0.00949,-,0.01793
1089,0.00947,-,0.01772
1090,0.00986,-,0.01778
1091,0.00984,-,0.01790
1092,0.00936,-,0.01760
1093,0.00892,-,0.01747
1094,0.00948,-,0.01787
1095,0.00954,-,0.01780
1096,0.00949,-,0.01713
1097,0.00932,-,0.01748
1098,0.00988,-,0.01687
1099,0.00965,-,0.01720
1100,0.00924,-,0.01723
1101,0.00931,-,0.01716
1102,0.00962,-,0.01706
1103,0.00924,-,0.01704
1104,0.00955,-,0.01742
1105,0.00938,-,0.01734
1106,0.01801,-,0.01787
1107,0.01784,-,0.01795
1108,0.01836,-,0.01790
1109,0.01823,-,0.01780
1110,0.00948,-,0.01780
1111,0.00946,-,0.01796
1112,0.00953,-,0.01794
1113,0.01794,-,0.01753
1114,0.00942,-,0.01754
1115,0.00971,-,0.01757
1116,0.00935,-,0.01722
1117,0.00938,-,0.01737
1118,0.00942,-,0.01748
1119,0.01757,-,0.01769
1120,0.01805,-,0.01701
1121,0.01738,-,0.01768
1122,0.01775,-,0.01808
1123,0.01815,-,0.01768
1124,0.00954,-,0.01757
1125,0.00943,-,0.01772
1126,0.00956,-,0.01763
1127,0.01784,-,0.01747
1128,0.00943,-,0.01772
1129,0.00938,-,0.01744
1130,0.01811,-,0.01731
1131,0.01774,-,0.03405
1132,0.01770,-,0.01798
1133,0.01757,-,0.01789
1134,0.01759,-,0.01748
1135,0.01756,-,0.01808
1136,0.01820,-,0.01796
1137,0.01819,-,0.01789
1138,0.01792,-,0.01783
1139,0.01800,-,0.01797
1140,0.01795,-,0.01788
1141,0.01817,-,0.01827
1142,0.01820,-,0.01816
1143,0.01795,-,0.01777
1144,0.01783,-,0.01791
1145,0.01807,-,0.01766
1146,0.01797,-,0.01794
1147,0.01784,-,0.01793
1148,0.01802,-,0.01811
1149,0.01815,-,0.01794
1150,0.01817,-,0.01794
1151,0.01806,-,0.01805
1152,0.01811,-,0.01794
1153,0.01808,-,0.01790
1154,0.01802,-,0.01796
1155,0.01821,-,0.01821
1156,0.01800,-,0.01796
1157,0.01809,-,0.01797
1158,0.01806,-,0.01799
1159,0.01802,-,0.01798
1160,0.01804,-,0.01806
1161,0.01829,-,0.01789
1162,0.01808,-,0.01775
1163,0.01819,-,0.01808
1164,0.01837,-,0.01779
1165,0.01811,-,0.01791
1166,0.01798,-,0.01797
1167,0.01812,-,0.01776
1168,0.01802,-,0.01795
1169,0.01809,-,0.01793
1170,0.01813,-,0.01796
1171,0.01824,-,0.01829
1172,0.01829,-,0.01799
1173,0.01811,-,0.01794
1174,0.01796,-,0.01797
1175,0.01799,-,0.01800
1176,0.01803,-,0.01807
1177,0.01807,-,0.01778
1178,0.01801,-,0.01789
1179,0.01801,-,0.01795
1180,0.01804,-,0.01771
1181,0.01776,-,0.03394
1182,0.01783,-,0.01771
1183,0.01797,-,0.01798
1184,0.01811,-,0.01796
1185,0.01815,-,0.01804
1186,0.01790,-,0.01792
1187,0.01800,-,0.01775
1188,0.01814,-,0.01796
1189,0.01803,-,0.01792
1190,0.01810,-,0.01775
1191,0.01781,-,0.01803
1192,0.01779,-,0.01781
1193,0.01777,-,0.01775
1194,0.01834,-,0.01801
1195,0.01802,-,0.01793
1196,0.01799,-,0.01795
1197,0.01831,-,0.01793
1198,0.01805,-,0.01791
1199,0.01797,-,0.01787
1200,0.01800,-,0.01794
1201,0.01827,-,0.03378
1202,0.01815,-,0.01804
1203,0.01778,-,0.01770
1204,0.01803,-,0.01805
1205,0.01786,-,0.01779
1206,0.01786,-,0.01773
1207,0.01763,-,0.01762
1208,0.01781,-,0.01806
1209,0.01804,-,0.01792
1210,0.01804,-,0.01802
1211,0.01820,-,0.01860
1212,0.01800,-,0.01789
1213,0.01800,-,0.01793
1214,0.01803,-,0.01806
1215,0.01800,-,0.03410
1216,0.01800,-,0.01792
1217,0.01813,-,0.01829
1218,0.01800,-,0.01806
1219,0.01801,-,0.01795
1220,0.01783,-,0.01804
1221,0.01822,-,0.01799
1222,0.01806,-,0.01794
1223,0.01812,-,0.01810
1224,0.01796,-,0.01797
1225,0.01801,-,0.01789
1226,0.01800,-,0.01799
1227,0.01797,-,0.01809
1228,0.01793,-,0.01793
1229,0.01803,-,0.01789
1230,0.01788,-,0.01804
1231,0.01807,-,0.01827
1232,0.01794,-,0.01780
1233,0.01807,-,0.01793
1234,0.01840,-,0.01796
1235,0.01810,-,0.01788
1236,0.01804,-,0.01790
1237,0.01818,-,0.01780
1238,0.01783,-,0.01785
1239,0.01790,-,0.01813
1240,0.01772,-,0.01773
1241,0.01774,-,0.01775
1242,0.01801,-,0.01791
1243,0.01799,-,0.01797
1244,0.01798,-,0.01773
1245,0.01778,-,0.01795
1246,0.01769,-,0.01755
1247,0.01758,-,0.03431
1248,0.01769,-,0.01752
1249,0.01744,-,0.01761
1250,0.01765,-,0.01774
1251,0.01760,-,0.01734
1252,0.01771,-,0.01755
1253,0.01759,-,0.01759
1254,0.01769,-,0.01770
1255,0.01758,-,0.01800
1256,0.01767,-,0.01798
1257,0.01769,-,0.01786
1258,0.01749,-,0.01795
1259,0.01767,-,0.01753
1260,0.01819,-,0.03383
1261,0.01789,-,0.01828
1262,0.01749,-,0.01765
1263,0.01743,-,0.01806
1264,0.01762,-,0.01791
1265,0.01764,-,0.01788
1266,0.01777,-,0.01792
1267,0.01812,-,0.01736
1268,0.01777,-,0.01791
1269,0.01764,-,0.01755
1270,0.01810,-,0.01754
1271,0.01797,-,0.01745
1272,0.01755,-,0.01755
1273,0.01754,-,0.01776
1274,0.01813,-,0.01751
1275,0.01770,-,0.01751
1276,0.01760,-,0.01761
1277,0.01756,-,0.01760
1278,0.01781,-,0.03411
1279,0.01763,-,0.01758
1280,0.01767,-,0.01759
1281,0.01749,-,0.01746
1282,0.01763,-,0.01748
1283,0.01754,-,0.03402
1284,0.01763,-,0.03401
1285,0.01753,-,0.03355
1286,0.01758,-,0.03406
1287,0.01792,-,0.01764
1288,0.01746,-,0.03386
1289,0.01788,-,0.03426
1290,0.01768,-,0.03405
1291,0.01771,-,0.01762
1292,0.01755,-,0.01760
1293,0.01747,-,0.03380
1294,0.01763,-,0.03416
1295,0.01806,-,0.03400
1296,0.01765,-,0.01746
1297,0.01738,-,0.03379
1298,0.01750,-,0.03370
1299,0.01766,-,0.03403
1300,0.01770,-,0.01753
1301,0.01831,-,0.03365
1302,0.01775,-,0.03364
1303,0.01759,-,0.03365
1304,0.01750,-,0.03365
1305,0.01770,-,0.03364
1306,0.01743,-,0.03343
1307,0.01744,-,0.03382
1308,0.01759,-,0.03437
1309,0.01763,-,0.03406
1310,0.01763,-,0.03360
1311,0.01784,-,0.03386
1312,0.01802,-,0.03381
1313,0.01766,-,0.03403
1314,0.01766,-,0.03373
1315,0.01760,-,0.03376
1316,0.01762,-,0.03365
1317,0.01762,-,0.03371
1318,0.01763,-,0.03357
1319,0.01813,-,0.03400
1320,0.01794,-,0.03398
1321,0.01798,-,0.03381
1322,0.01797,-,0.03393
1323,0.01782,-,0.03385
1324,0.01796,-,0.03402
1325,0.01808,-,0.03409
1326,0.01780,-,0.03384
1327,0.01800,-,0.03405
1328,0.01823,-,0.03399
1329,0.01809,-,0.03411
1330,0.01809,-,0.03400
1331,0.01759,-,0.03426
1332,0.01837,-,0.03411
1333,0.01785,-,0.03399
1334,0.01815,-,0.03400
1335,0.01794,-,0.03400
1336,0.01813,-,0.03380
1337,0.01806,-,0.03383
1338,0.01795,-,0.03381
1339,0.01811,-,0.03398
1340,0.01811,-,0.03402
1341,0.01801,-,0.03401
1342,0.01800,-,0.03404
1343,0.01831,-,0.03401
1344,0.01802,-,0.03400
1345,0.01802,-,0.03406
1346,0.01809,-,0.03443
1347,0.01826,-,0.03380
1348,0.01798,-,0.03409
1349,0.01825,-,0.03420
1350,0.01801,-,0.03417
1351,0.01803,-,0.03417
1352,0.01805,-,0.03446
1353,0.01829,-,0.03396
1354,0.01777,-,0.03403
1355,0.01811,-,0.03405
1356,0.01803,-,0.03400
1357,0.01805,-,0.03396
1358,0.01803,-,0.03421
1359,0.01798,-,0.03388
1360,0.01802,-,0.03399
1361,0.01782,-,0.03389
1362,0.01797,-,0.03403
1363,0.01803,-,0.03399
1364,0.01802,-,0.03399
1365,0.01793,-,0.03405
1366,0.01806,-,0.03403
1367,0.01797,-,0.03404
1368,0.01797,-,0.03399
1369,0.01797,-,0.03406
1370,0.01810,-,0.03429
1371,0.01845,-,0.03460
1372,0.01807,-,0.03384
1373,0.01839,-,0.03397
1374,0.01772,-,0.03411
1375,0.01800,-,0.03383
1376,0.01812,-,0.03394
1377,0.01790,-,0.03380
1378,0.01801,-,0.03428
1379,0.01759,-,0.03394
1380,0.01809,-,0.03411
1381,0.01807,-,0.03405
1382,0.01808,-,0.03412
1383,0.01836,-,0.03412
1384,0.01817,-,0.03408
1385,0.01805,-,0.03483
1386,0.01805,-,0.03408
1387,0.01818,-,0.03422
1388,0.01806,-,0.03410
1389,0.01810,-,0.03410
1390,0.01808,-,0.03416
1391,0.01807,-,0.03411
1392,0.01814,-,0.03369
1393,0.01838,-,0.03407
1394,0.01801,-,0.03409
1395,0.01810,-,0.03429
1396,0.01817,-,0.03427
1397,0.01805,-,0.03405
1398,0.01811,-,0.03385
1399,0.01794,-,0.03405
1400,0.01801,-,0.03392
1401,0.01797,-,0.03374
1402,0.01814,-,0.03403
1403,0.01808,-,0.03419
1404,0.01807,-,0.03409
1405,0.01822,-,0.03417
1406,0.01765,-,0.03393
1407,0.01811,-,0.03430
1408,0.01819,-,0.03434
1409,0.01799,-,0.03384
1410,0.01753,-,0.03407
1411,0.01828,-,0.03429
1412,0.01788,-,0.03401
1413,0.01824,-,0.03402
1414,0.01802,-,0.03397
1415,0.01765,-,0.03395
1416,0.01783,-,0.03391
1417,0.01801,-,0.03366
1418,0.01816,-,0.03404
1419,0.01798,-,0.03404
1420,0.01821,-,0.03414
1421,0.01780,-,0.03407
1422,0.01804,-,0.03408
1423,0.01813,-,0.03408
1424,0.01807,-,0.03406
1425,0.01816,-,0.03382
1426,0.01816,-,0.03384
1427,0.01760,-,0.03353
1428,0.01809,-,0.03370
1429,0.01801,-,0.03398
1430,0.01837,-,0.03413
1431,0.01800,-,0.03402
1432,0.01787,-,0.03403
1433,0.01854,-,0.03441
1434,0.01820,-,0.03409
1435,0.01799,-,0.03382
1436,0.01817,-,0.03415
1437,0.01826,-,0.03429
1438,0.01803,-,0.03383
1439,0.01783,-,0.03383
1440,0.01794,-,0.03410
1441,0.01797,-,0.03410
1442,0.01806,-,0.03407
1443,0.01800,-,0.03409
1444,0.01809,-,0.03431
1445,0.01814,-,0.03424
1446,0.01797,-,0.03411
1447,0.01789,-,0.03410
1448,0.01780,-,0.03420
1449,0.01805,-,0.03429
1450,0.01800,-,0.03434
1451,0.01798,-,0.03408
1452,0.01823,-,0.03425
1453,0.01803,-,0.03404
1454,0.01810,-,0.03403
1455,0.01784,-,0.03394
1456,0.01790,-,0.03413
1457,0.01816,-,0.03421
1458,0.01834,-,0.03371
1459,0.01804,-,0.03418
1460,0.01809,-,0.03416
1461,0.01821,-,0.03399
1462,0.01803,-,0.03412
1463,0.01782,-,0.03413
1464,0.01845,-,0.03390
1465,0.01775,-,0.03375
1466,0.01795,-,0.03408
1467,0.01811,-,0.03416
1468,0.01813,-,0.03399
1469,0.01808,-,0.03394
1470,0.01842,-,0.03417
1471,0.01778,-,0.03399
1472,0.01786,-,0.03407
1473,0.01795,-,0.03401
1474,0.01794,-,0.03410
1475,0.01785,-,0.03424
1476,0.01815,-,0.03398
1477,0.01797,-,0.03401
1478,0.01804,-,0.03438
1479,0.01825,-,0.03449
1480,0.01824,-,0.03413
1481,0.01814,-,0.03409
1482,0.01780,-,0.03387
1483,0.01793,-,0.03393
1484,0.01800,-,0.03407
1485,0.01803,-,0.03393
1486,0.01798,-,0.03401
1487,0.01807,-,0.03410
1488,0.01797,-,0.03399
1489,0.01788,-,0.03394
1490,0.01806,-,0.03416
1491,0.01815,-,0.03403
1492,0.01791,-,0.03399
1493,0.01792,-,0.03411
1494,0.01794,-,0.03395
1495,0.01818,-,0.03421
1496,0.01815,-,0.03407
1497,0.01807,-,0.03424
1498,0.01811,-,0.03411
1499,0.01812,-,0.03413
1500,0.01826,-,0.03452
1501,0.01817,-,0.03389
1502,0.01813,-,0.03404
1503,0.01804,-,0.03414
1504,0.01753,-,0.03373
1505,0.01804,-,0.03369
1506,0.01788,-,0.03379
1507,0.01817,-,0.03416
1508,0.01808,-,0.03396
1509,0.01801,-,0.03397
1510,0.01835,-,0.03404
1511,0.01787,-,0.03411
1512,0.01805,-,0.03402
1513,0.01805,-,0.03416
1514,0.01806,-,0.03409
1515,0.01822,-,0.03406
1516,0.01801,-,0.03400
1517,0.01800,-,0.03411
1518,0.01805,-,0.03402
1519,0.01815,-,0.03410
1520,0.01781,-,0.03416
1521,0.01830,-,0.03423
1522,0.01837,-,0.03414
1523,0.01778,-,0.03410
1524,0.01785,-,0.03396
1525,0.01761,-,0.03374
1526,0.01781,-,0.03383
1527,0.01792,-,0.03397
1528,0.01799,-,0.03414
1529,0.01793,-,0.03411
1530,0.01809,-,0.03421
1531,0.01812,-,0.03406
1532,0.01812,-,0.03376
1533,0.01755,-,0.03387
1534,0.01808,-,0.03412
1535,0.01806,-,0.03408
1536,0.01798,-,0.03407
1537,0.01801,-,0.03400
1538,0.01800,-,0.03400
1539,0.01794,-,0.03397
1540,0.01800,-,0.03397
1541,0.01790,-,0.03413
1542,0.01829,-,0.03383
1543,0.01827,-,0.03397
1544,0.01780,-,0.03390
1545,0.01769,-,0.03364
1546,0.01792,-,0.03389
1547,0.01802,-,0.03411
1548,0.01811,-,0.03402
1549,0.01803,-,0.03423
1550,0.01815,-,0.03404
1551,0.01815,-,0.03408
1552,0.01808,-,0.03374
1553,0.01796,-,0.03370
1554,0.01799,-,0.03389
1555,0.01807,-,0.03403
1556,0.01824,-,0.03400
1557,0.01797,-,0.03400
1558,0.01796,-,0.03402
1559,0.01809,-,0.03411
1560,0.01815,-,0.03390
1561,0.01799,-,0.03397
1562,0.01813,-,0.03407
1563,0.01837,-,0.03422
1564,0.01780,-,0.03388
1565,0.01811,-,0.03410
1566,0.01801,-,0.03397
1567,0.01782,-,0.03396
1568,0.01810,-,0.03380
1569,0.01804,-,0.03374
1570,0.01795,-,0.03402
1571,0.01796,-,0.03419
1572,0.01767,-,0.03443
1573,0.01804,-,0.03413
1574,0.01818,-,0.03419
1575,0.01827,-,0.03427
1576,0.01817,-,0.03406
1577,0.01787,-,0.03391
1578,0.01775,-,0.03410
1579,0.01828,-,0.03412
1580,0.01809,-,0.03406
1581,0.01800,-,0.03407
1582,0.01810,-,0.03405
1583,0.01795,-,0.03388
1584,0.01835,-,0.03436
1585,0.01779,-,0.03393
1586,0.01803,-,0.03410
1587,0.01807,-,0.03408
1588,0.01797,-,0.03419
1589,0.01801,-,0.03397
1590,0.01801,-,0.03421
1591,0.01789,-,0.03390
1592,0.01783,-,0.03409
1593,0.01806,-,0.03405
1594,0.01797,-,0.03412
1595,0.01802,-,0.03413
1596,0.01819,-,0.03419
1597,0.01802,-,0.03405
1598,0.01801,-,0.03413
1599,0.01833,-,0.03394
1600,0.01803,-,0.03406
1601,0.01793,-,0.03402
1602,0.01803,-,0.03386
1603,0.01806,-,0.03399
1604,0.01802,-,0.03396
1605,0.01827,-,0.03424
1606,0.01816,-,0.03421
1607,0.01809,-,0.03392
1608,0.01785,-,0.03381
1609,0.01779,-,0.03378
1610,0.01779,-,0.03375
1611,0.01800,-,0.03394
1612,0.01796,-,0.03399
1613,0.01800,-,0.03401
1614,0.01824,-,0.03413
1615,0.01808,-,0.03411
1616,0.01783,-,0.03388
1617,0.01801,-,0.03382
1618,0.01794,-,0.03401
1619,0.01806,-,0.03353
1620,0.01812,-,0.03403
1621,0.01811,-,0.03398
1622,0.01802,-,0.03407
1623,0.01800,-,0.03400
1624,0.01819,-,0.03455
1625,0.01795,-,0.03399
1626,0.01819,-,0.03432
1627,0.01824,-,0.03403
1628,0.01782,-,0.03401
1629,0.01796,-,0.03393
1630,0.01901,-,0.03395
1631,0.01783,-,0.03371
1632,0.01789,-,0.03398
1633,0.01810,-,0.03404
1634,0.01792,-,0.03410
1635,0.01807,-,0.03397
1636,0.01811,-,0.03400
1637,0.01798,-,0.03420
1638,0.01802,-,0.03394
1639,0.01810,-,0.03431
1640,0.01790,-,0.03418
1641,0.01806,-,0.03402
1642,0.03415,-,0.03412
1643,0.01836,-,0.03413
1644,0.01799,-,0.03414
1645,0.01814,-,0.03404
1646,0.01800,-,0.03431
1647,0.01798,-,0.03412
1648,0.01780,-,0.03362
1649,0.01805,-,0.03402
1650,0.01757,-,0.03391
1651,0.01804,-,0.03409
1652,0.01803,-,0.03411
1653,0.01807,-,0.03412
1654,0.01779,-,0.03391
1655,0.01830,-,0.03368
1656,0.01768,-,0.03370
1657,0.01797,-,0.03402
1658,0.01798,-,0.03406
1659,0.01807,-,0.03403
1660,0.01807,-,0.03393
1661,0.01771,-,0.03387
1662,0.03458,-,0.03358
1663,0.03342,-,0.03354
1664,0.03399,-,0.03372
1665,0.03451,-,0.06646
1666,0.01818,-,0.03384
1667,0.01742,-,0.03357
1668,0.01747,-,0.03388
1669,0.01776,-,0.03408
1670,0.03417,-,0.03419
1671,0.01799,-,0.03401
1672,0.03421,-,0.03435
1673,0.03437,-,0.03407
1674,0.03379,-,0.03380
1675,0.03365,-,0.03399
1676,0.03384,-,0.03420
1677,0.01767,-,0.06631
1678,0.03446,-,0.06616
1679,0.03403,-,0.03409
1680,0.01771,-,0.03369
1681,0.01703,-,0.03306
1682,0.03408,-,0.03423
1683,0.01795,-,0.03425
1684,0.03409,-,0.03399
1685,0.01770,-,0.03380
1686,0.01780,-,0.03349
1687,0.01770,-,0.03420
1688,0.01768,-,0.03405
1689,0.01801,-,0.03399
1690,0.01799,-,0.03382
1691,0.03411,-,0.03410
1692,0.01799,-,0.03401
1693,0.01797,-,0.03402
1694,0.01828,-,0.03394
1695,0.01795,-,0.03412
1696,0.03401,-,0.03394
1697,0.03425,-,0.06607
1698,0.01811,-,0.03411
1699,0.03405,-,0.03415
1700,0.03370,-,0.03473
1701,0.03376,-,0.03362
1702,0.03332,-,0.03400
1703,0.01787,-,0.03447
1704,0.01809,-,0.03410
1705,0.03415,-,0.03406
1706,0.03391,-,0.03455
1707,0.03416,-,0.03415
1708,0.03418,-,0.03425
1709,0.03369,-,0.03363
1710,0.03409,-,0.03405
1711,0.03402,-,0.03326
1712,0.01729,-,0.03336
1713,0.03415,-,0.03438
1714,0.03417,-,0.03426
1715,0.03431,-,0.03410
1716,0.03403,-,0.03403
1717,0.03413,-,0.06672
1718,0.03403,-,0.03376
1719,0.03439,-,0.03414
1720,0.03410,-,0.03440
1721,0.03428,-,0.03434
1722,0.03412,-,0.03437
1723,0.03411,-,0.03395
1724,0.03405,-,0.03351
1725,0.03400,-,0.03433
1726,0.03419,-,0.03406
1727,0.03405,-,0.03387
1728,0.03422,-,0.03418
1729,0.03381,-,0.03428
1730,0.03426,-,0.03428
1731,0.03410,-,0.03431
1732,0.03332,-,0.03376
1733,0.03372,-,0.03372
1734,0.03360,-,0.03339
1735,0.03339,-,0.03387
1736,0.03343,-,0.03394
1737,0.03401,-,0.03330
1738,0.03350,-,0.03394
1739,0.03413,-,0.03347
1740,0.03379,-,0.03372
1741,0.03434,-,0.03383
1742,0.03387,-,0.03359
1743,0.03417,-,0.03371
1744,0.03380,-,0.03422
1745,0.03438,-,0.03420
1746,0.03455,-,0.03394
1747,0.03357,-,0.03369
1748,0.03417,-,0.03335
1749,0.03340,-,0.03363
1750,0.03400,-,0.03407
1751,0.03408,-,0.03444
1752,0.03407,-,0.03372
1753,0.03361,-,0.03469
1754,0.03358,-,0.03359
1755,0.03370,-,0.03411
1756,0.03382,-,0.03430
1757,0.03378,-,0.03417
1758,0.03407,-,0.03447
1759,0.03373,-,0.03431
1760,0.03367,-,0.06654
1761,0.03400,-,0.03412
1762,0.03419,-,0.03405
1763,0.03427,-,0.03402
1764,0.03421,-,0.03383
1765,0.03360,-,0.06546
1766,0.03446,-,0.03346
1767,0.03406,-,0.03401
1768,0.03366,-,0.03359
1769,0.03394,-,0.03429
1770,0.03411,-,0.03416
1771,0.03423,-,0.03417
1772,0.03422,-,0.03406
1773,0.03417,-,0.03441
1774,0.03424,-,0.03455
1775,0.03415,-,0.03408
1776,0.03419,-,0.03402
1777,0.03417,-,0.03418
1778,0.03417,-,0.03410
1779,0.03430,-,0.03412
1780,0.03416,-,0.03409
1781,0.03391,-,0.03412
1782,0.03389,-,0.03401
1783,0.03411,-,0.03404
1784,0.03361,-,0.03407
1785,0.03375,-,0.03384
1786,0.03439,-,0.03430
1787,0.03420,-,0.03377
1788,0.03413,-,0.06614
1789,0.03433,-,0.03422
1790,0.03429,-,0.03417
1791,0.03313,-,0.03362
1792,0.03363,-,0.06662
1793,0.03433,-,0.03625
1794,0.03425,-,0.03416
1795,0.03425,-,0.03418
1796,0.03410,-,0.03387
1797,0.03417,-,0.03433
1798,0.03462,-,0.06662
1799,0.03441,-,0.03431
1800,0.03432,-,0.03413
1801,0.03443,-,0.03441
1802,0.03414,-,0.03404
1803,0.03406,-,0.03397
1804,0.03404,-,0.03413
1805,0.03420,-,0.03416
1806,0.03420,-,0.03426
1807,0.03410,-,0.03411
1808,0.03412,-,0.03414
1809,0.03421,-,0.03410
1810,0.03420,-,0.03388
1811,0.03387,-,0.03379
1812,0.03395,-,0.03375
1813,0.03376,-,0.03408
1814,0.03437,-,0.06636
1815,0.03397,-,0.03385
1816,0.03403,-,0.03404
1817,0.03386,-,0.03427
1818,0.03417,-,0.06614
1819,0.03416,-,0.03411
1820,0.03420,-,0.03403
1821,0.03419,-,0.03447
1822,0.03418,-,0.03409
1823,0.03420,-,0.03413
1824,0.03422,-,0.06640
1825,0.03403,-,0.03411
1826,0.03409,-,0.03407
1827,0.03420,-,0.03412
1828,0.03421,-,0.03446
1829,0.03421,-,0.03369
1830,0.03411,-,0.03406
1831,0.03387,-,0.03393
1832,0.03380,-,0.03414
1833,0.03406,-,0.06615
1834,0.03416,-,0.06615
1835,0.03427,-,0.06608
1836,0.03416,-,0.03356
1837,0.03417,-,0.03448
1838,0.03420,-,0.03408
1839,0.03428,-,0.03412
1840,0.03399,-,0.03416
1841,0.03432,-,0.03398
1842,0.03439,-,0.03415
1843,0.03385,-,0.03387
1844,0.03386,-,0.03347
1845,0.03369,-,0.03352
1846,0.03315,-,0.03365
1847,0.03332,-,0.03359
1848,0.03390,-,0.03349
1849,0.03402,-,0.03410
1850,0.03416,-,0.03412
1851,0.03430,-,0.03431
1852,0.03411,-,0.03416
1853,0.03410,-,0.03409
1854,0.03420,-,0.03383
1855,0.03396,-,0.03388
1856,0.03415,-,0.06625
1857,0.03409,-,0.03404
1858,0.03414,-,0.03400
1859,0.03426,-,0.03421
1860,0.03407,-,0.03413
1861,0.03427,-,0.03408
1862,0.03440,-,0.03413
1863,0.03409,-,0.03406
1864,0.03409,-,0.03412
1865,0.03401,-,0.03377
1866,0.03419,-,0.03408
1867,0.03418,-,0.03422
1868,0.03419,-,0.03347
1869,0.03416,-,0.03389
1870,0.03417,-,0.03442
1871,0.03387,-,0.03371
1872,0.03365,-,0.03386
1873,0.03407,-,0.03400
1874,0.03430,-,0.03415
1875,0.03432,-,0.03430
1876,0.03401,-,0.06622
1877,0.03413,-,0.03402
1878,0.03412,-,0.03410
1879,0.03404,-,0.03409
1880,0.03418,-,0.03406
1881,0.03409,-,0.03391
1882,0.03430,-,0.03397
1883,0.03414,-,0.03378
1884,0.03413,-,0.03408
1885,0.03431,-,0.03395
1886,0.03419,-,0.03404
1887,0.03408,-,0.03432
1888,0.03428,-,0.03409
1889,0.03419,-,0.06634
1890,0.03447,-,0.06652
1891,0.03424,-,0.06624
1892,0.03423,-,0.06624
1893,0.03417,-,0.06622
1894,0.03444,-,0.06652
1895,0.03426,-,0.03436
1896,0.03431,-,0.03452
1897,0.03380,-,0.03438
1898,0.03415,-,0.03441
1899,0.03416,-,0.03414
1900,0.03492,-,0.03412
1901,0.03416,-,0.03418
1902,0.03418,-,0.03423
1903,0.03418,-,0.06644
1904,0.03431,-,0.03421
1905,0.03422,-,0.03424
1906,0.03381,-,0.03417
1907,0.03402,-,0.03424
1908,0.03436,-,0.03423
1909,0.03409,-,0.03412
1910,0.03416,-,0.03420
1911,0.03420,-,0.03407
1912,0.03418,-,0.03405
1913,0.03399,-,0.03392
1914,0.03419,-,0.03413
1915,0.03414,-,0.03422
1916,0.03422,-,0.03416
1917,0.03411,-,0.03410
1918,0.03432,-,0.03418
1919,0.03442,-,0.06654
1920,0.03428,-,0.03414
1921,0.03408,-,0.03449
